CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
13569,17,4,892.28,4,3,3,10,1,At Risk
13570,243,1,239.49,2,1,1,4,0,New / Promising
13571,13,26,4546.54,4,4,4,12,3,Champions
13572,206,1,1384.25,2,1,3,6,0,New / Promising
13573,50,6,915.02,3,3,3,9,1,At Risk
13574,411,1,421.25,1,1,2,4,2,Lost
13575,23,5,732.07,4,3,2,9,1,At Risk
13576,10,32,11516.15,4,4,4,12,3,Champions
13577,25,14,3346.62,4,4,4,12,3,Champions
13578,409,1,147.66,1,1,1,3,2,Lost
13579,15,6,1535.8400000000001,4,3,3,10,1,At Risk
13580,406,1,107.75,1,1,1,3,2,Lost
13581,309,2,280.53000000000003,2,2,1,5,2,Lost
13582,390,2,241.68,1,2,1,4,2,Lost
13583,156,2,1445.03,2,2,3,7,1,At Risk
13584,307,5,347.15,2,3,2,7,2,Lost
13585,531,4,674.46,1,3,2,6,2,Lost
13586,541,1,131.53,1,1,1,3,2,Lost
13587,32,6,1308.1,3,3,3,9,1,At Risk
13588,16,12,2449.53,4,4,4,12,1,At Risk
13589,15,6,1120.74,4,3,3,10,1,At Risk
13590,11,21,6298.29,4,4,4,12,3,Champions
13591,65,8,2081.19,3,3,3,9,1,At Risk
13592,36,4,247.95999999999998,3,3,1,7,0,New / Promising
13593,108,16,5475.21,2,4,4,10,3,Champions
13594,53,3,508.42,3,2,2,7,0,New / Promising
13595,517,3,818.22,1,2,2,5,2,Lost
13596,6,2,697.04,4,2,2,8,0,New / Promising
13597,388,3,377.21,1,2,2,5,2,Lost
13598,47,6,776.84,3,3,2,8,1,At Risk
13599,1,52,9792.06,4,4,4,12,3,Champions
13600,312,2,518.42,2,2,2,6,2,Lost
13601,45,4,1185.14,3,3,3,9,1,At Risk
13602,65,4,1025.17,3,3,3,9,1,At Risk
13603,26,1,164.34,3,1,1,5,0,New / Promising
13604,652,2,713.39,1,2,2,5,2,Lost
13605,387,2,522.67,1,2,2,5,2,Lost
13606,29,3,280.54,3,2,1,6,0,New / Promising
13607,40,3,1060.6100000000001,3,2,3,8,1,At Risk
13608,541,1,236.2,1,1,1,3,2,Lost
13609,593,1,167.35,1,1,1,3,2,Lost
13610,12,17,2142.88,4,4,3,11,3,Champions
13611,89,14,3281.03,3,4,4,11,3,Champions
13612,518,2,777.79,1,2,2,5,2,Lost
13613,453,5,1039.8500000000001,1,3,3,7,2,Lost
13614,24,6,2359.19,4,3,4,11,1,At Risk
13615,313,12,6212.2300000000005,2,4,4,10,3,Champions
13616,568,2,288.1,1,2,1,4,2,Lost
13617,40,9,1263.8,3,4,3,10,1,At Risk
13618,174,1,177.34,2,1,1,4,0,New / Promising
13619,545,2,230.19,1,2,1,4,2,Lost
13620,528,1,112.34,1,1,1,3,2,Lost
13621,117,1,213.85,2,1,1,4,0,New / Promising
13622,689,2,651.45,1,2,2,5,2,Lost
13623,31,15,2490.16,3,4,4,11,3,Champions
13624,381,2,427.18,1,2,2,5,2,Lost
13625,597,1,301.26,1,1,1,3,2,Lost
13626,253,3,689.49,2,2,2,6,0,New / Promising
13627,59,10,2217.55,3,4,4,11,1,At Risk
13628,676,1,310.14,1,1,1,3,2,Lost
13629,23,19,13370.86,4,4,4,12,3,Champions
13630,5,11,1995.68,4,4,3,11,1,At Risk
13631,100,12,3021.77,2,4,4,10,1,At Risk
13632,25,10,3634.7000000000003,4,4,4,12,1,At Risk
13634,33,16,4473.86,3,4,4,11,3,Champions
13635,68,6,2948.2200000000003,3,3,4,10,1,At Risk
13636,37,6,941.62,3,3,3,9,1,At Risk
13637,52,3,809.25,3,2,2,7,0,New / Promising
13638,16,1,122.64,4,1,1,6,0,New / Promising
13639,74,2,1346.27,3,2,3,8,0,New / Promising
13640,611,1,405.0,1,1,2,4,2,Lost
13641,641,6,847.72,1,3,2,6,2,Lost
13642,216,5,501.96999999999997,2,3,2,7,1,At Risk
13643,31,15,2112.17,3,4,3,10,3,Champions
13644,9,5,2597.52,4,3,4,11,1,At Risk
13645,120,1,252.1,2,1,1,4,0,New / Promising
13646,400,3,323.3,1,2,1,4,2,Lost
13647,10,9,3063.78,4,4,4,12,1,At Risk
13648,400,11,1681.1200000000001,1,4,3,8,1,At Risk
13649,257,6,1678.88,2,3,3,8,1,At Risk
13650,17,16,3098.5,4,4,4,12,3,Champions
13651,40,3,193.95,3,2,1,6,0,New / Promising
13652,46,5,2570.85,3,3,4,10,1,At Risk
13653,488,1,152.2,1,1,1,3,2,Lost
13654,43,11,6308.0,3,4,4,11,3,Champions
13655,114,8,2261.66,2,3,4,9,1,At Risk
13656,165,7,1053.35,2,3,3,8,1,At Risk
13657,11,2,382.14,4,2,2,8,0,New / Promising
13658,10,13,5772.07,4,4,4,12,3,Champions
13659,197,17,4716.63,2,4,4,10,3,Champions
13660,396,2,303.69,1,2,1,4,2,Lost
13661,603,1,325.24,1,1,1,3,2,Lost
13662,86,17,2183.13,3,4,3,10,3,Champions
13663,179,6,2013.6100000000001,2,3,3,8,1,At Risk
13664,682,1,-13.14,1,1,1,3,2,Lost
13665,386,3,1711.66,1,2,3,6,2,Lost
13666,60,5,127.05,3,3,1,7,0,New / Promising
13667,149,1,305.02,2,1,1,4,0,New / Promising
13668,3,47,12749.14,4,4,4,12,3,Champions
13669,51,3,413.55,3,2,2,7,0,New / Promising
13670,75,1,349.7,3,1,2,6,0,New / Promising
13671,395,1,194.95,1,1,1,3,2,Lost
13672,301,6,233.53000000000003,2,3,1,6,0,New / Promising
13673,19,2,396.92,4,2,2,8,0,New / Promising
13674,430,2,215.88,1,2,1,4,2,Lost
13675,151,2,486.82000000000005,2,2,2,6,0,New / Promising
13676,539,3,153.15,1,2,1,4,2,Lost
13677,405,2,556.1899999999999,1,2,2,5,2,Lost
13678,152,1,232.6,2,1,1,4,0,New / Promising
13679,494,3,281.26,1,2,1,4,2,Lost
13680,1,13,9915.56,4,4,4,12,3,Champions
13681,18,4,827.83,4,3,2,9,1,At Risk
13682,187,1,59.5,2,1,1,4,0,New / Promising
13683,458,1,258.6,1,1,1,3,2,Lost
13684,286,6,546.52,2,3,2,7,1,At Risk
13685,3,7,3119.44,4,3,4,11,1,At Risk
13686,183,3,409.04,2,2,2,6,0,New / Promising
13687,438,1,11880.84,1,1,4,6,2,Lost
13688,635,1,375.5,1,1,2,4,2,Lost
13689,63,2,1259.5,3,2,3,8,0,New / Promising
13690,59,1,172.25,3,1,1,5,0,New / Promising
13691,396,1,210.78,1,1,1,3,2,Lost
13692,25,7,3022.95,4,3,4,11,1,At Risk
13693,325,12,1966.3200000000002,2,4,3,9,1,At Risk
13694,4,158,191196.18,4,4,4,12,3,Champions
13695,31,16,2770.73,3,4,4,11,3,Champions
13696,422,4,2008.6999999999998,1,3,3,7,2,Lost
13697,39,1,151.3,3,1,1,5,0,New / Promising
13698,597,2,465.53000000000003,1,2,2,5,2,Lost
13699,155,3,711.4000000000001,2,2,2,6,0,New / Promising
13700,26,14,2586.21,3,4,4,11,3,Champions
13701,437,2,159.55,1,2,1,4,2,Lost
13702,446,1,135.18,1,1,1,3,2,Lost
13703,318,3,99.5,2,2,1,5,2,Lost
13704,5,10,2295.31,4,4,4,12,1,At Risk
13705,8,7,2035.33,4,3,3,10,1,At Risk
13706,303,2,631.1700000000001,2,2,2,6,0,New / Promising
13707,267,5,3365.86,2,3,4,9,1,At Risk
13708,271,1,294.88,2,1,1,4,0,New / Promising
13709,4,22,7512.81,4,4,4,12,3,Champions
13710,32,3,509.52,3,2,2,7,0,New / Promising
13711,219,15,1632.6100000000001,2,4,3,9,1,At Risk
13712,247,2,766.42,2,2,2,6,0,New / Promising
13713,408,3,743.26,1,2,2,5,2,Lost
13714,465,1,161.35,1,1,1,3,2,Lost
13715,281,21,8438.34,2,4,4,10,3,Champions
13716,269,1,138.28,2,1,1,4,0,New / Promising
13717,32,11,1748.05,3,4,3,10,1,At Risk
13718,246,2,306.55,2,2,1,5,0,New / Promising
13719,15,11,2814.27,4,4,4,12,1,At Risk
13720,117,4,799.9,2,3,2,7,1,At Risk
13721,36,2,741.54,3,2,2,7,0,New / Promising
13722,120,11,5629.16,2,4,4,10,3,Champions
13723,217,6,1209.2,2,3,3,8,1,At Risk
13724,637,1,213.01,1,1,1,3,2,Lost
13725,50,11,1809.81,3,4,3,10,1,At Risk
13726,39,2,1079.66,3,2,3,8,0,New / Promising
13727,29,9,1067.3,3,4,3,10,1,At Risk
13728,37,16,2855.17,3,4,4,11,3,Champions
13729,436,5,676.4300000000001,1,3,2,6,2,Lost
13730,136,2,752.6,2,2,2,6,0,New / Promising
13731,219,2,610.59,2,2,2,6,0,New / Promising
13732,28,1,491.86,3,1,2,6,0,New / Promising
13733,411,3,484.53000000000003,1,2,2,5,2,Lost
13734,509,6,3451.2900000000004,1,3,4,8,2,Lost
13735,25,22,9472.81,4,4,4,12,3,Champions
13736,5,12,2715.01,4,4,4,12,3,Champions
13737,200,1,339.6,2,1,2,5,0,New / Promising
13738,396,1,440.93,1,1,2,4,2,Lost
13739,18,2,292.2,4,2,1,7,0,New / Promising
13740,241,5,1597.77,2,3,3,8,1,At Risk
13741,72,4,666.33,3,3,2,8,1,At Risk
13742,17,14,3102.42,4,4,4,12,3,Champions
13743,3,8,1340.15,4,3,3,10,1,At Risk
13744,95,2,1156.36,3,2,3,8,0,New / Promising
13745,151,4,761.27,2,3,2,7,1,At Risk
13746,414,1,176.69,1,1,1,3,2,Lost
13747,374,2,249.39999999999998,2,2,1,5,2,Lost
13748,96,9,2268.35,2,4,4,10,1,At Risk
13749,701,1,-10.25,1,1,1,3,2,Lost
13750,54,13,3563.6,3,4,4,11,3,Champions
13751,288,1,296.25,2,1,1,4,0,New / Promising
13752,124,7,1590.73,2,3,3,8,1,At Risk
13753,288,4,2094.57,2,3,3,8,1,At Risk
13754,152,3,447.05,2,2,2,6,0,New / Promising
13755,4,10,2154.68,4,4,3,11,1,At Risk
13756,2,25,9147.2,4,4,4,12,3,Champions
13757,675,1,195.55,1,1,1,3,2,Lost
13758,12,17,9263.14,4,4,4,12,3,Champions
13759,33,2,659.4100000000001,3,2,2,7,0,New / Promising
13760,54,6,1358.6399999999999,3,3,3,9,1,At Risk
13761,50,6,1952.17,3,3,3,9,1,At Risk
13762,204,6,2165.76,2,3,3,8,1,At Risk
13763,63,6,5181.99,3,3,4,10,1,At Risk
13764,71,6,2942.31,3,3,4,10,1,At Risk
13765,653,1,352.82,1,1,2,4,2,Lost
13766,495,1,190.35,1,1,1,3,2,Lost
13767,2,96,35115.68,4,4,4,12,3,Champions
13768,564,8,758.07,1,3,2,6,2,Lost
13769,2,29,5766.63,4,4,4,12,3,Champions
13770,422,4,785.37,1,3,2,6,2,Lost
13771,64,10,5726.07,3,4,4,11,3,Champions
13772,34,9,3094.7200000000003,3,4,4,11,1,At Risk
13773,397,2,301.54,1,2,1,4,2,Lost
13774,82,1,345.0,3,1,2,6,0,New / Promising
13775,591,1,1049.66,1,1,3,5,2,Lost
13776,682,1,-13.12,1,1,1,3,2,Lost
13777,1,72,56026.32,4,4,4,12,3,Champions
13778,103,5,1116.54,2,3,3,8,1,At Risk
13779,516,1,161.13,1,1,1,3,2,Lost
13780,7,3,735.82,4,2,2,8,0,New / Promising
13781,251,4,770.88,2,3,2,7,1,At Risk
13782,13,14,1785.77,4,4,3,11,1,At Risk
13783,488,4,1542.09,1,3,3,7,2,Lost
13784,10,15,2897.18,4,4,4,12,3,Champions
13785,429,4,542.49,1,3,2,6,2,Lost
13786,367,7,3343.94,2,3,4,9,1,At Risk
13787,76,9,1173.7,3,4,3,10,1,At Risk
13788,505,1,3.75,1,1,1,3,2,Lost
13789,388,1,239.46,1,1,1,3,2,Lost
13790,4,1,348.79999999999995,4,1,2,7,0,New / Promising
13791,43,3,1047.68,3,2,3,8,1,At Risk
13792,66,3,383.95,3,2,2,7,0,New / Promising
13793,647,1,96.0,1,1,1,3,2,Lost
13794,547,1,126.03,1,1,1,3,2,Lost
13795,388,4,836.3,1,3,2,6,2,Lost
13796,499,1,289.7,1,1,1,3,2,Lost
13797,437,4,1168.45,1,3,3,7,2,Lost
13798,1,124,73584.05,4,4,4,12,3,Champions
13799,117,13,2039.82,2,4,3,9,1,At Risk
13800,310,3,1679.56,2,2,3,7,1,At Risk
13801,67,1,324.8,3,1,1,5,0,New / Promising
13802,138,24,25491.56,2,4,4,10,3,Champions
13803,255,4,1319.1100000000001,2,3,3,8,1,At Risk
13804,31,9,3208.52,3,4,4,11,1,At Risk
13805,52,2,924.5999999999999,3,2,3,8,0,New / Promising
13806,64,1,256.38,3,1,1,5,0,New / Promising
13807,367,4,509.9,2,3,2,7,2,Lost
13808,6,5,1747.66,4,3,3,10,1,At Risk
13809,305,3,679.6999999999999,2,2,2,6,0,New / Promising
13810,29,2,827.51,3,2,2,7,0,New / Promising
13811,184,2,519.75,2,2,2,6,0,New / Promising
13812,42,3,485.0,3,2,2,7,0,New / Promising
13813,40,12,2308.42,3,4,4,11,1,At Risk
13814,56,5,2239.07,3,3,4,10,1,At Risk
13815,22,10,6547.79,4,4,4,12,3,Champions
13816,24,4,483.04,4,3,2,9,0,New / Promising
13817,29,2,328.98,3,2,1,6,0,New / Promising
13818,430,1,61.28,1,1,1,3,2,Lost
13819,302,7,2631.1,2,3,4,9,1,At Risk
13820,418,5,640.4,1,3,2,6,2,Lost
13821,145,7,1387.03,2,3,3,8,1,At Risk
13822,6,2,632.0,4,2,2,8,0,New / Promising
13823,19,8,3358.55,4,3,4,11,1,At Risk
13824,33,14,3273.36,3,4,4,11,3,Champions
13825,622,2,255.59,1,2,1,4,2,Lost
13826,158,2,179.55,2,2,1,5,0,New / Promising
13827,58,3,412.05,3,2,2,7,0,New / Promising
13828,22,1,209.49,4,1,1,6,0,New / Promising
13829,359,2,0.0,2,2,1,5,2,Lost
13830,574,2,135.95000000000002,1,2,1,4,2,Lost
13831,16,20,7009.18,4,4,4,12,3,Champions
13832,18,3,602.4399999999999,4,2,2,8,0,New / Promising
13833,159,2,701.36,2,2,2,6,0,New / Promising
13834,577,3,269.89,1,2,1,4,2,Lost
13835,25,8,1044.82,4,3,3,10,1,At Risk
13836,399,3,602.52,1,2,2,5,2,Lost
13837,212,2,271.24,2,2,1,5,0,New / Promising
13838,6,10,1966.09,4,4,3,11,1,At Risk
13839,486,1,139.95000000000002,1,1,1,3,2,Lost
13840,416,1,651.4,1,1,2,4,2,Lost
13841,253,1,85.0,2,1,1,4,0,New / Promising
13842,59,19,5604.96,3,4,4,11,3,Champions
13843,381,1,319.75,1,1,1,3,2,Lost
13844,11,1,361.62,4,1,2,7,0,New / Promising
13845,65,1,312.98,3,1,1,5,0,New / Promising
13846,25,5,1290.34,4,3,3,10,1,At Risk
13847,720,1,310.72,1,1,1,3,2,Lost
13848,92,8,3335.0,3,3,4,10,1,At Risk
13849,52,6,3443.8,3,3,4,10,1,At Risk
13850,88,2,1586.81,3,2,3,8,1,At Risk
13851,96,9,4516.76,2,4,4,10,1,At Risk
13852,607,2,170.45000000000002,1,2,1,4,2,Lost
13853,9,2,1056.94,4,2,3,9,0,New / Promising
13854,9,45,12158.21,4,4,4,12,3,Champions
13855,501,5,1253.94,1,3,3,7,2,Lost
13856,169,15,1058.88,2,4,3,9,1,At Risk
13857,393,7,997.01,1,3,3,7,1,At Risk
13858,57,1,216.17000000000002,3,1,1,5,0,New / Promising
13859,326,2,515.86,2,2,2,6,2,Lost
13860,1,6,1240.0,4,3,3,10,1,At Risk
13861,429,3,251.31,1,2,1,4,2,Lost
13862,18,11,2534.04,4,4,4,12,1,At Risk
13863,245,6,1217.63,2,3,3,8,1,At Risk
13864,387,1,662.4000000000001,1,1,2,4,2,Lost
13865,58,4,501.56,3,3,2,8,0,New / Promising
13866,74,1,145.67,3,1,1,5,0,New / Promising
13867,31,3,1015.29,3,2,3,8,1,At Risk
13868,7,2,3192.54,4,2,4,10,1,At Risk
13869,123,10,8111.57,2,4,4,10,3,Champions
13870,2,18,5689.84,4,4,4,12,3,Champions
13871,23,21,7804.95,4,4,4,12,3,Champions
13872,513,6,891.32,1,3,3,7,2,Lost
13873,120,9,1031.02,2,4,3,9,1,At Risk
13874,358,10,1989.2,2,4,3,9,1,At Risk
13875,54,14,4814.37,3,4,4,11,3,Champions
13876,64,1,122.7,3,1,1,5,0,New / Promising
13877,86,5,446.33,3,3,2,8,1,At Risk
13878,55,4,2473.06,3,3,4,10,1,At Risk
13879,646,1,395.5,1,1,2,4,2,Lost
13880,21,17,4391.66,4,4,4,12,3,Champions
13881,4,51,44392.5,4,4,4,12,3,Champions
13882,3,6,1131.28,4,3,3,10,1,At Risk
13883,1,25,6321.59,4,4,4,12,3,Champions
13884,7,14,1852.38,4,4,3,11,3,Champions
13885,189,2,506.8,2,2,2,6,0,New / Promising
13886,71,1,243.56,3,1,1,5,0,New / Promising
13887,204,1,349.55,2,1,2,5,0,New / Promising
13888,120,7,2169.05,2,3,3,8,1,At Risk
13889,93,8,1855.73,3,3,3,9,1,At Risk
13890,1,22,2858.73,4,4,4,12,3,Champions
13891,378,3,863.56,2,2,3,7,2,Lost
13892,27,6,1267.65,3,3,3,9,1,At Risk
13893,298,1,821.1,2,1,2,5,0,New / Promising
13894,22,5,535.97,4,3,2,9,1,At Risk
13895,21,8,3923.62,4,3,4,11,1,At Risk
13896,626,1,388.55,1,1,2,4,2,Lost
13897,50,3,1160.72,3,2,3,8,1,At Risk
13898,326,2,686.4,2,2,2,6,2,Lost
13899,16,2,388.52,4,2,2,8,0,New / Promising
13900,183,7,1608.0900000000001,2,3,3,8,1,At Risk
13901,72,20,5599.34,3,4,4,11,3,Champions
13902,632,7,30375.26,1,3,4,8,3,Champions
13903,400,1,165.45000000000002,1,1,1,3,2,Lost
13904,37,2,332.64,3,2,2,7,0,New / Promising
13905,571,3,244.45,1,2,1,4,2,Lost
13906,409,1,42.0,1,1,1,3,2,Lost
13907,692,1,136.8,1,1,1,3,2,Lost
13908,80,5,2347.05,3,3,4,10,1,At Risk
13909,423,2,286.6,1,2,1,4,2,Lost
13911,57,22,4200.04,3,4,4,11,3,Champions
13912,424,1,124.95,1,1,1,3,2,Lost
13913,507,1,42.22,1,1,1,3,2,Lost
13914,4,3,613.95,4,2,2,8,0,New / Promising
13915,394,2,31.200000000000003,1,2,1,4,2,Lost
13916,464,5,1260.51,1,3,3,7,2,Lost
13917,50,2,272.04,3,2,1,6,0,New / Promising
13918,50,2,1212.8400000000001,3,2,3,8,0,New / Promising
13919,53,5,1218.03,3,3,3,9,1,At Risk
13920,432,5,1734.8799999999999,1,3,3,7,2,Lost
13921,399,5,720.75,1,3,2,6,2,Lost
13922,352,5,826.65,2,3,2,7,1,At Risk
13923,54,1,351.13,3,1,2,6,0,New / Promising
13924,2,11,1682.08,4,4,3,11,1,At Risk
13925,36,6,616.65,3,3,2,8,1,At Risk
13926,23,1,223.85000000000002,4,1,1,6,0,New / Promising
13927,75,3,689.96,3,2,2,7,0,New / Promising
13928,11,4,464.57,4,3,2,9,0,New / Promising
13929,169,14,3318.1,2,4,4,10,3,Champions
13930,58,2,337.34,3,2,2,7,0,New / Promising
13931,86,12,5250.78,3,4,4,11,3,Champions
13932,295,1,307.4,2,1,1,4,0,New / Promising
13933,109,2,608.79,2,2,2,6,0,New / Promising
13934,264,1,922.1,2,1,3,6,0,New / Promising
13935,597,3,6116.92,1,2,4,7,2,Lost
13936,171,4,924.36,2,3,3,8,1,At Risk
13937,169,3,867.38,2,2,3,7,1,At Risk
13938,35,1,71.66,3,1,1,5,0,New / Promising
13939,23,10,1533.66,4,4,3,11,1,At Risk
13940,17,4,839.14,4,3,2,9,1,At Risk
13941,22,17,10846.15,4,4,4,12,3,Champions
13942,535,1,320.0,1,1,1,3,2,Lost
13943,578,1,246.54000000000002,1,1,1,3,2,Lost
13944,653,1,200.43,1,1,1,3,2,Lost
13945,395,2,854.1500000000001,1,2,3,6,2,Lost
13946,79,7,1745.43,3,3,3,9,1,At Risk
13947,65,1,90.60000000000001,3,1,1,5,0,New / Promising
13948,361,5,536.86,2,3,2,7,2,Lost
13949,3,6,2427.32,4,3,4,11,1,At Risk
13950,11,5,728.5600000000001,4,3,2,9,1,At Risk
13951,176,3,674.45,2,2,2,6,0,New / Promising
13952,211,17,12790.89,2,4,4,10,3,Champions
13953,7,12,6640.68,4,4,4,12,3,Champions
13954,2,3,378.59,4,2,2,8,0,New / Promising
13955,154,3,545.17,2,2,2,6,0,New / Promising
13956,5,5,1026.42,4,3,3,10,1,At Risk
13957,418,3,458.25,1,2,2,5,2,Lost
13958,372,12,4402.33,2,4,4,10,1,At Risk
13959,79,6,1076.18,3,3,3,9,1,At Risk
13960,21,2,230.22,4,2,1,7,0,New / Promising
13961,385,2,498.70000000000005,1,2,2,5,2,Lost
13962,22,3,362.8,4,2,2,8,0,New / Promising
13963,308,18,2899.62,2,4,4,10,3,Champions
13964,387,3,421.9,1,2,2,5,2,Lost
13965,455,5,777.6600000000001,1,3,2,6,2,Lost
13966,435,1,390.86,1,1,2,4,2,Lost
13967,146,2,166.3,2,2,1,5,0,New / Promising
13968,423,1,123.66,1,1,1,3,2,Lost
13969,7,39,13212.77,4,4,4,12,3,Champions
13970,386,2,846.55,1,2,2,5,2,Lost
13971,9,18,4593.83,4,4,4,12,3,Champions
13972,71,2,190.25,3,2,1,6,0,New / Promising
13973,287,1,264.7,2,1,1,4,0,New / Promising
13974,49,4,663.52,3,3,2,8,1,At Risk
13975,31,14,5327.29,3,4,4,11,3,Champions
13976,207,4,1192.3600000000001,2,3,3,8,1,At Risk
13977,411,1,519.8100000000001,1,1,2,4,2,Lost
13978,15,2,196.79,4,2,1,7,0,New / Promising
13979,73,11,3320.53,3,4,4,11,1,At Risk
13980,60,9,753.12,3,4,2,9,1,At Risk
13981,401,2,327.39,1,2,1,4,2,Lost
13982,39,13,4418.79,3,4,4,11,3,Champions
13983,30,30,6993.41,3,4,4,11,3,Champions
13984,27,13,1616.12,3,4,3,10,1,At Risk
13985,4,24,9982.31,4,4,4,12,3,Champions
13986,17,1,320.46,4,1,1,6,0,New / Promising
13987,380,2,682.54,1,2,2,5,2,Lost
13988,20,11,4708.64,4,4,4,12,3,Champions
13989,66,5,2026.06,3,3,3,9,1,At Risk
13990,213,1,311.3,2,1,1,4,0,New / Promising
13991,12,7,849.63,4,3,2,9,1,At Risk
13992,30,3,219.5,3,2,1,6,0,New / Promising
13993,32,24,6690.360000000001,3,4,4,11,3,Champions
13994,4,6,2313.14,4,3,4,11,1,At Risk
13995,15,18,3836.26,4,4,4,12,3,Champions
13996,386,2,895.76,1,2,3,6,2,Lost
13997,519,3,382.31,1,2,2,5,2,Lost
13998,447,3,566.7,1,2,2,5,2,Lost
13999,10,36,9438.01,4,4,4,12,3,Champions
14000,206,8,1877.59,2,3,3,8,1,At Risk
14001,46,9,4530.09,3,4,4,11,1,At Risk
14002,134,2,529.73,2,2,2,6,0,New / Promising
14003,733,1,209.41,1,1,1,3,2,Lost
14004,43,11,6258.45,3,4,4,11,3,Champions
14005,10,5,2874.72,4,3,4,11,1,At Risk
14006,116,7,2196.67,2,3,3,8,1,At Risk
14007,513,1,79.48,1,1,1,3,2,Lost
14008,375,2,493.74,2,2,2,6,2,Lost
14009,198,4,1090.23,2,3,3,8,1,At Risk
14010,565,3,288.1,1,2,1,4,2,Lost
14011,480,3,451.92,1,2,2,5,2,Lost
14012,278,1,328.8,2,1,1,4,0,New / Promising
14013,110,6,1006.22,2,3,3,8,1,At Risk
14014,77,3,1948.21,3,2,3,8,1,At Risk
14015,53,1,917.34,3,1,3,7,0,New / Promising
14016,154,13,11379.710000000001,2,4,4,10,3,Champions
14017,571,1,229.75,1,1,1,3,2,Lost
14018,645,1,367.15,1,1,2,4,2,Lost
14019,47,4,1398.96,3,3,3,9,1,At Risk
14020,17,5,1213.26,4,3,3,10,1,At Risk
14021,155,7,1716.58,2,3,3,8,1,At Risk
14022,225,2,792.15,2,2,2,6,0,New / Promising
14023,7,2,584.07,4,2,2,8,0,New / Promising
14024,122,3,645.74,2,2,2,6,0,New / Promising
14025,465,10,3969.1,1,4,4,9,1,At Risk
14026,471,2,713.11,1,2,2,5,2,Lost
14027,61,1,104.82,3,1,1,5,0,New / Promising
14028,550,4,6786.0,1,3,4,8,2,Lost
14029,63,2,467.66,3,2,2,7,0,New / Promising
14030,18,22,8145.59,4,4,4,12,3,Champions
14031,7,54,38090.24,4,4,4,12,3,Champions
14032,2,25,4786.07,4,4,4,12,3,Champions
14033,555,1,109.44,1,1,1,3,2,Lost
14034,22,4,512.02,4,3,2,9,0,New / Promising
14035,29,11,2852.47,3,4,4,11,1,At Risk
14036,285,1,626.65,2,1,2,5,0,New / Promising
14037,176,7,755.95,2,3,2,7,1,At Risk
14038,78,8,3000.93,3,3,4,10,1,At Risk
14039,33,2,267.28000000000003,3,2,1,6,0,New / Promising
14040,41,41,12461.89,3,4,4,11,3,Champions
14041,266,1,141.41,2,1,1,4,0,New / Promising
14042,725,1,431.98,1,1,2,4,2,Lost
14043,491,3,301.3,1,2,1,4,2,Lost
14044,27,11,3102.4,3,4,4,11,1,At Risk
14045,109,19,9660.63,2,4,4,10,3,Champions
14046,284,1,151.59,2,1,1,4,0,New / Promising
14047,9,19,4158.7300000000005,4,4,4,12,3,Champions
14048,277,4,713.89,2,3,2,7,1,At Risk
14049,17,18,13064.03,4,4,4,12,3,Champions
14050,32,2,746.36,3,2,2,7,0,New / Promising
14051,1,42,22104.5,4,4,4,12,3,Champions
14052,20,2,480.81,4,2,2,8,0,New / Promising
14053,124,4,572.3,2,3,2,7,1,At Risk
14054,65,1,92.46000000000001,3,1,1,5,0,New / Promising
14055,106,3,1520.96,2,2,3,7,1,At Risk
14056,1,29,8125.24,4,4,4,12,3,Champions
14057,24,23,8338.28,4,4,4,12,3,Champions
14058,463,2,469.19,1,2,2,5,2,Lost
14059,267,1,183.6,2,1,1,4,0,New / Promising
14060,5,32,9503.14,4,4,4,12,3,Champions
14061,507,3,917.4300000000001,1,2,3,6,2,Lost
14062,10,27,25434.83,4,4,4,12,3,Champions
14063,687,7,9471.5,1,3,4,8,2,Lost
14064,29,21,3039.75,3,4,4,11,3,Champions
14065,389,4,889.37,1,3,3,7,2,Lost
14066,267,1,152.55,2,1,1,4,0,New / Promising
14067,64,2,374.7,3,2,2,7,0,New / Promising
14068,320,5,1504.97,2,3,3,8,1,At Risk
14069,515,2,230.06,1,2,1,4,2,Lost
14070,685,1,326.55,1,1,1,3,2,Lost
14071,4,9,1292.59,4,4,3,11,1,At Risk
14072,667,1,390.85,1,1,2,4,2,Lost
14073,21,2,139.54,4,2,1,7,0,New / Promising
14074,623,1,219.4,1,1,1,3,2,Lost
14075,5,5,1724.87,4,3,3,10,1,At Risk
14076,129,1,122.47,2,1,1,4,0,New / Promising
14077,41,6,615.08,3,3,2,8,1,At Risk
14078,102,9,1690.98,2,4,3,9,1,At Risk
14079,125,2,618.73,2,2,2,6,0,New / Promising
14080,33,6,1075.73,3,3,3,9,1,At Risk
14081,267,16,5250.05,2,4,4,10,3,Champions
14082,365,2,413.36,2,2,2,6,2,Lost
14083,4,11,1407.26,4,4,3,11,1,At Risk
14084,512,1,150.5,1,1,1,3,2,Lost
14085,2,33,10077.22,4,4,4,12,3,Champions
14086,463,1,39.95,1,1,1,3,2,Lost
14087,3,5,803.47,4,3,2,9,1,At Risk
14088,10,18,63731.63,4,4,4,12,3,Champions
14089,57,1,161.0,3,1,1,5,0,New / Promising
14090,325,1,76.32000000000001,2,1,1,4,2,Lost
14091,654,2,9530.08,1,2,4,7,2,Lost
14092,8,27,7209.74,4,4,4,12,3,Champions
